iter	Logloss
125	0.5224783551
126	0.5224197284
127	0.5222412724
128	0.5220539576
129	0.5217540177
130	0.521578925
131	0.521410693
132	0.5212520424
133	0.5210835305
134	0.5208632514
135	0.5206406706
136	0.5204974979
137	0.5202967606
138	0.5201414187
139	0.519970448
140	0.5198310098
141	0.5195839725
142	0.5193146361
143	0.5191591885
144	0.519133438
145	0.5190177546
146	0.5189032281
147	0.5187790419
148	0.5186112202
149	0.5184668238
150	0.5183413111
151	0.5181526579
152	0.5179679041
153	0.5178383355
154	0.5176917665
155	0.5174667381
156	0.5172973254
157	0.5171672799
158	0.5169890398
159	0.5168600467
160	0.5167130178
161	0.5165466513
162	0.5164017931
163	0.5163335351
164	0.5160966479
165	0.5159843595
166	0.5157830717
167	0.5156774527
168	0.5155506184
169	0.5153627101
170	0.5153042566
171	0.5151662102
172	0.5150734265
173	0.5149142668
174	0.5147596703
175	0.5145732903
176	0.5144332144
177	0.5143289321
178	0.5141324775
179	0.5139576758
180	0.5138541787
181	0.5137203695
182	0.513517727
183	0.5133445953
184	0.513205524
185	0.5130659464
186	0.5129574828
187	0.5128294459
188	0.5125949411
189	0.5124643251
190	0.5123137202
191	0.5121970426
192	0.5119490179
193	0.5118768837
194	0.5118185459
195	0.5117613488
196	0.5116457869
197	0.5115557447
198	0.5114646209
199	0.5112443606
200	0.5111100034
201	0.5109425158
202	0.5108293441
203	0.5107586625
204	0.5106251603
205	0.5105135374
206	0.5104342675
207	0.5102773572
208	0.5101987938
209	0.5100574598
210	0.5099518787
211	0.50974998
212	0.5096205066
213	0.509500228
214	0.5093913492
215	0.5093376966
216	0.5092398844
217	0.5091307188
218	0.5090680331
219	0.5089280736
220	0.5089204225
221	0.5087945452
222	0.5086845449
223	0.5085789427
224	0.5084908431
225	0.5083553452
226	0.5082636265
227	0.5081948987
228	0.5080725315
229	0.5079164366
230	0.5079151182
231	0.5079136748
232	0.5077877774
233	0.5076598087
234	0.5073976343
235	0.5073125029
236	0.5072075176
237	0.5071036433
238	0.5069906505
239	0.5069393677
240	0.5068936579
241	0.5068010676
242	0.5066526816
243	0.5065480502
244	0.5064357891
245	0.5063493039
246	0.506291657
247	0.5061982768
248	0.5061837143
249	0.5060931081
250	0.5060031145
251	0.5059647972
252	0.5058491745
253	0.5057971385
254	0.5056042656
255	0.5054923347
256	0.5054349235
257	0.505343507
258	0.5053035158
259	0.5052290826
260	0.5051633951
261	0.5050207512
262	0.5049374269
263	0.5048628622
264	0.5047578362
265	0.5046986399
266	0.5045016572
267	0.5043638568
268	0.5042705105
269	0.5041987609
270	0.5040730977
271	0.5039627929
272	0.5038508133
273	0.5037536953
274	0.5036879682
275	0.5035423493
276	0.503393851
277	0.5033589866
278	0.503305008
279	0.503233154
280	0.5031036507
281	0.5029408339
282	0.5028594117
283	0.5027669433
284	0.5026651349
285	0.502500073
286	0.5023913096
287	0.5023383638
288	0.5022550731
289	0.5021105351
290	0.5019766874
291	0.5019087433
292	0.5017931337
293	0.5016673051
294	0.5016013525
295	0.50153928
296	0.5014468001
297	0.5012852651
298	0.5011657853
299	0.5010936483
300	0.5009893777
301	0.5008733823
302	0.5008499033
303	0.5007216705
304	0.5006653501
305	0.5005167086
306	0.500462781
307	0.5002819596
308	0.5001641789
309	0.4999967025
310	0.4998458321
311	0.4997675178
312	0.4996524393
313	0.499543652
314	0.4993865981
315	0.4993107447
316	0.4991496523
317	0.4989908992
318	0.4988860677
319	0.4987050258
320	0.4986085662
321	0.4984968303
322	0.4984390276
323	0.4983989281
324	0.4983271719
325	0.4982355063
326	0.4982054467
327	0.4980759065
328	0.4979591182
329	0.4979125625
330	0.4978003837
331	0.4977337217
332	0.4975642359
333	0.497490527
334	0.4973797072
335	0.497291694
336	0.4971233308
337	0.4970061141
338	0.4969176605
339	0.4967812855
340	0.4966807175
341	0.496664198
342	0.4965267169
343	0.4964689541
344	0.4964045604
345	0.4963163316
346	0.4962595883
347	0.4961960594
348	0.4960212526
349	0.4959665541
350	0.495928191
351	0.4957916823
352	0.4956788199
353	0.4956101679
354	0.4955110679
355	0.4953439826
356	0.495276654
357	0.4951806956
358	0.4950502805
359	0.494959608
360	0.4948062574
361	0.494751126
362	0.4946887022
363	0.4945812944
364	0.4945032362
365	0.4944319264
366	0.4942482518
367	0.4941341484
368	0.4940163775
369	0.4939080462
370	0.4937822258
371	0.4936824567
372	0.4936218856
373	0.4935139529
374	0.4934366085
375	0.493355596
376	0.4932879022
377	0.4932874991
378	0.4931600493
379	0.4929662111
380	0.4928720272
381	0.492722269
382	0.4925801163
383	0.4924933131
384	0.4924007466
385	0.492298935
386	0.4922016555
387	0.4921296697
388	0.4919962293
389	0.4918769155
390	0.4917899239
391	0.4917144916
392	0.4915901773
393	0.4914461926
394	0.4912831911
395	0.4912020009
396	0.4910744233
397	0.4909669246
398	0.4908040601
399	0.4907283009
400	0.4905801429
401	0.4905136011
402	0.4904234577
403	0.4903504838
404	0.4902194994
405	0.4900934146
406	0.4899802632
407	0.4899268836
408	0.4898554666
409	0.4897921893
410	0.4896957955
411	0.4896355899
412	0.4895873306
413	0.4894372003
414	0.4893100397
415	0.4892279883
416	0.4891056742
417	0.4889139535
418	0.488800175
419	0.4887276116
420	0.4886165524
421	0.4885255452
422	0.4884761796
423	0.4884238128
424	0.4882193258
425	0.487988379
426	0.4878530413
427	0.4877415391
428	0.487680073
429	0.4875799724
430	0.4875189471
431	0.487350214
432	0.4872808204
433	0.4871882919
434	0.4870866089
435	0.4870069352
436	0.4868895107
437	0.4867537838
438	0.4866440724
439	0.486577271
440	0.4864739158
441	0.4863187635
442	0.4861371068
443	0.4860900496
444	0.4860201318
445	0.4859405388
446	0.4858455403
447	0.4857726157
448	0.4856567458
449	0.4855859975
450	0.4854916074
451	0.4853909354
452	0.485244215
453	0.4851089436
454	0.485020464
455	0.4849374956
456	0.4848378565
457	0.4847537443
458	0.4846465257
459	0.4845657948
460	0.4844199602
461	0.4843195917
462	0.4842606044
463	0.4841453948
464	0.4840932162
465	0.4840295182
466	0.4839545051
467	0.4838863964
468	0.4837446933
469	0.483677169
470	0.4835973899
471	0.4834967059
472	0.483432826
473	0.4833285837
474	0.4832337622
475	0.4831157983
476	0.483061467
477	0.4829217908
478	0.4828675249
479	0.4827800412
480	0.4827159023
481	0.4826255321
482	0.4825434808
483	0.4824670259
484	0.4823166933
485	0.4822562422
486	0.4821707296
487	0.482081369
488	0.4820009146
489	0.4818896888
490	0.4818173608
491	0.4817315525
492	0.4816584161
493	0.4815896301
494	0.4814474939
495	0.4812877262
496	0.4812285832
497	0.4811177594
498	0.4810401803
499	0.4809382935
500	0.4808988601
501	0.4807917301
502	0.4806947761
503	0.4806214637
504	0.4804899546
505	0.480379948
506	0.4802712494
507	0.480203859
508	0.4801564786
509	0.4800317591
510	0.4798161421
511	0.4796968562
512	0.4795847872
513	0.4794646757
514	0.4793764502
515	0.4793063013
516	0.4792458995
517	0.4791432952
518	0.4790892853
519	0.4790158777
520	0.4788777309
521	0.4788366116
522	0.4787701688
523	0.4787043069
524	0.4786043201
525	0.47848837
526	0.4784194036
527	0.4783131144
528	0.4782402011
529	0.4781704252
530	0.4780966532
531	0.4779708873
532	0.4778821677
533	0.4777948523
534	0.4777479268
535	0.4776951481
536	0.4776266208
537	0.4775594482
538	0.4774864372
539	0.4774160458
540	0.4772693752
541	0.4771609075
542	0.4771419872
543	0.4771052447
544	0.4770272562
545	0.4769225576
546	0.4768377944
547	0.4766927547
548	0.4765621786
549	0.4764826476
550	0.4763486846
551	0.4762799329
552	0.4762112243
553	0.4761698365
554	0.4760143173
555	0.4759237091
556	0.4758208208
557	0.4757303525
558	0.4755815866
559	0.4755192711
560	0.4754126227
561	0.4752643406
562	0.4752189903
563	0.4751539695
564	0.4751251408
565	0.4750391257
566	0.474946354
567	0.4748509929
568	0.4747700475
569	0.4746962123
570	0.4746420673
571	0.4745841516
572	0.4745031401
573	0.4743821101
574	0.4743232315
575	0.4742369322
576	0.4742055031
577	0.4741740648
578	0.4740425452
579	0.4739847576
580	0.473909391
581	0.4738432669
582	0.4737441749
583	0.473696572
584	0.4736269292
585	0.4735792752
586	0.473535955
587	0.4734484211
588	0.4733974768
589	0.473266305
590	0.4732284287
591	0.4731413862
592	0.4730903879
593	0.4730279851
594	0.4729429585
595	0.4728453161
596	0.4727910663
597	0.4726927914
598	0.4725855148
599	0.4725340058
600	0.4724482261
601	0.4723351432
602	0.4722713335
603	0.4721368726
604	0.4720549684
605	0.4719898309
606	0.4718976529
607	0.4718180163
608	0.4717629516
609	0.4716886007
610	0.4715976524
611	0.4715139778
612	0.4714272814
613	0.4713955754
614	0.4713504715
615	0.4712853009
616	0.4711923172
617	0.4711286527
618	0.4710268185
619	0.4709524057
620	0.4707972271
621	0.4707139052
622	0.4706357568
623	0.4705296119
624	0.4704871568
625	0.4704531735
626	0.4703679859
627	0.4702619194
628	0.4702069775
629	0.4701556496
630	0.4701308915
631	0.4700338496
632	0.4700147813
633	0.4699099299
634	0.4697978438
635	0.4697457091
636	0.4696733866
637	0.4695528923
638	0.4695434209
639	0.4694447012
640	0.4693905281
641	0.4693223815
642	0.4692454683
643	0.4691949937
644	0.4691316683
645	0.4690527212
646	0.4689836741
647	0.4689042648
648	0.4688755643
649	0.4687892821
650	0.468688319
651	0.4686112693
652	0.4685403895
653	0.468443618
654	0.4683923463
655	0.4683175746
656	0.4682288337
657	0.4681576758
658	0.4680960843
659	0.4680263433
660	0.4678684479
661	0.4677609049
662	0.467715265
663	0.4676380214
664	0.4675631758
665	0.4675401464
666	0.4674904706
667	0.4673888905
668	0.4673244699
669	0.4672378005
670	0.4671815543
671	0.4671111979
672	0.4670548586
673	0.466972275
674	0.4669078983
675	0.4667865929
676	0.4667167577
677	0.4666068538
678	0.4665688339
679	0.4664537229
680	0.4663823634
681	0.466376229
682	0.4663297909
683	0.46627275
684	0.4662201743
685	0.4661495808
686	0.466103238
687	0.4659972343
688	0.4659386173
689	0.4658327244
690	0.46576455
691	0.4657127265
692	0.4656700038
693	0.4655821033
694	0.4654958222
695	0.4654097
696	0.4653701065
697	0.4653111943
698	0.4652263215
699	0.4651741655
700	0.4651562565
701	0.4651270515
702	0.4650361861
703	0.4649417949
704	0.4648433584
705	0.464764558
706	0.4647196633
707	0.4646291743
708	0.4645765126
709	0.4645164341
710	0.4644559132
711	0.4643961177
712	0.4643173466
713	0.4642203031
714	0.4641682629
715	0.4641045818
716	0.4640641015
717	0.4640264252
718	0.4639683402
719	0.4639250695
720	0.4638453486
721	0.4638006694
722	0.4637364223
723	0.4636571376
724	0.4635652027
725	0.4634677852
726	0.4634313743
727	0.463343403
728	0.46323691
729	0.463168457
730	0.4630632471
731	0.4629702362
732	0.4628605589
733	0.4627787103
734	0.4626990361
735	0.4626198184
736	0.4625802217
737	0.4624657474
738	0.4623996455
739	0.4623600558
740	0.4622798436
741	0.4622269757
742	0.462151085
743	0.4620914131
744	0.4620895152
745	0.4619858554
746	0.4619455493
747	0.4618578677
748	0.4617809345
749	0.4616918552
750	0.4616393982
751	0.4615852144
752	0.461524132
753	0.461460433
754	0.4613780078
755	0.4613633373
756	0.4612721331
757	0.4612522588
758	0.4612119494
759	0.4611391509
760	0.4610448574
761	0.4609470861
762	0.4609244305
763	0.460869914
764	0.4607459362
765	0.4607189238
766	0.46065238
767	0.4605961577
768	0.4604635119
769	0.4603706415
770	0.4602918145
771	0.4602326802
772	0.4601884177
773	0.4601158216
774	0.4600826268
775	0.4600397323
776	0.4599922571
777	0.4599705387
778	0.459920791
779	0.459857255
780	0.4597945799
781	0.4597414422
782	0.4596715636
783	0.4595760395
784	0.4595231081
785	0.4594670005
786	0.45940163
787	0.4593144054
788	0.4592763651
789	0.4591984153
790	0.4591334396
791	0.4589473279
792	0.4588857134
793	0.4588682243
794	0.4588134841
795	0.4587455422
796	0.4586173606
797	0.4585899512
798	0.4585582151
799	0.4585014115
800	0.4584029087
801	0.4583549098
802	0.4583045032
803	0.4582517693
804	0.4582196801
805	0.4581886471
806	0.4581473769
807	0.4581060332
808	0.4580623261
809	0.4579969737
810	0.4579697977
811	0.4578191628
812	0.457761925
813	0.4577266698
814	0.4577023867
815	0.4576710645
816	0.4576212084
817	0.4576060602
818	0.4575261114
819	0.4574767726
820	0.4574295555
821	0.4573267554
822	0.4572716642
823	0.4572349133
824	0.4571609722
825	0.4571025163
826	0.4570416442
827	0.4569933765
828	0.4568759858
829	0.4568340914
830	0.4568107565
831	0.4567130727
832	0.4566450351
833	0.4566037755
834	0.4565687494
835	0.4564798226
836	0.4564663463
837	0.4564299176
838	0.4563612222
839	0.4563416538
840	0.4562392021
841	0.4561427291
842	0.456081117
843	0.4560378036
844	0.4559774364
845	0.4559293278
846	0.4558536621
847	0.4557330084
848	0.4556921972
849	0.4555865877
850	0.4555374115
851	0.4554834902
852	0.4553924716
853	0.4553495172
854	0.4552394063
855	0.4551927038
856	0.455144868
857	0.455004803
858	0.4549115734
859	0.4548597664
860	0.4547990381
861	0.4547586174
862	0.4546669593
863	0.454638197
864	0.4545415979
865	0.4544987655
866	0.4544575145
867	0.4544401234
868	0.4544006007
869	0.4543386296
870	0.4542943444
871	0.4541777566
872	0.4541387344
873	0.4541143956
874	0.4540651215
875	0.4540089739
876	0.4539395087
877	0.4539215409
878	0.453868393
879	0.4537704512
880	0.4537225968
881	0.4536586602
882	0.4536061825
883	0.4535256521
884	0.4534367533
885	0.453406499
886	0.453350598
887	0.4532666215
888	0.4532104476
889	0.4531247231
890	0.4530651468
891	0.4530225327
892	0.4529719217
893	0.452890225
894	0.4528404928
895	0.4527691867
896	0.4527377221
897	0.4527171807
898	0.4526248493
899	0.4525783666
900	0.452556376
901	0.4525060989
902	0.4524791328
903	0.4524396594
904	0.4523650247
905	0.4522700684
906	0.4522076453
907	0.452119556
908	0.4520640885
909	0.4520271562
910	0.4519941267
911	0.4519192374
912	0.4518691063
913	0.4518632923
914	0.4518151739
915	0.4517853867
916	0.4517552018
917	0.4517232863
918	0.4516515854
919	0.4515921815
920	0.4515125053
921	0.4514562361
922	0.4514167956
923	0.451389975
924	0.4513671777
925	0.451307921
926	0.451197276
927	0.4511519205
928	0.4510899909
929	0.4510512674
930	0.4509712491
931	0.4509020095
932	0.4508778704
933	0.4508061149
934	0.4507258346
935	0.4507009022
936	0.4506966344
937	0.4506407817
938	0.4506059795
939	0.450573732
940	0.4505682506
941	0.4505490153
942	0.4504483853
943	0.4504179835
944	0.4503927378
945	0.4503500211
946	0.4502989092
947	0.4502798539
948	0.4502182543
949	0.4502054858
950	0.4501420711
951	0.4500929635
952	0.4500800616
953	0.4500275914
954	0.449978275
955	0.4498970112
956	0.4497995752
957	0.4497583452
958	0.4497201533
959	0.4496392649
960	0.4496152351
961	0.4495241452
962	0.4494668161
963	0.449438418
964	0.4493940787
965	0.449346113
966	0.4493070184
967	0.4492572792
968	0.4491931553
969	0.449186045
970	0.4491105669
971	0.4490531666
972	0.4490184001
973	0.4489991986
974	0.448955628
975	0.4488719092
976	0.4487934429
977	0.4487596706
978	0.4486971634
979	0.4486472291
980	0.4486351664
981	0.4486196328
982	0.4485104541
983	0.4484887393
984	0.4484298316
985	0.4483860401
986	0.44831383
987	0.4482552626
988	0.4482333963
989	0.4481419663
990	0.4481303925
991	0.4480691884
992	0.4480536875
993	0.4480453282
994	0.4480228841
995	0.4479689416
996	0.4478880066
997	0.4478003015
998	0.4477534492
999	0.4477214544
