iter	RMSE
144	0.1597110207
145	0.1596085745
146	0.1594401306
147	0.1593496304
148	0.159178979
149	0.1589484502
150	0.1588249397
151	0.1587550927
152	0.1586282431
153	0.1584463835
154	0.1582868075
155	0.1582507864
156	0.1580894065
157	0.1579125295
158	0.1578868333
159	0.1577183145
160	0.1575534036
161	0.1575109673
162	0.1573942313
163	0.1572513321
164	0.1571000169
165	0.1569168892
166	0.1567538423
167	0.156609971
168	0.1564120035
169	0.1563004729
170	0.1561340154
171	0.1560309489
172	0.1558723351
173	0.1558378619
174	0.1557111165
175	0.1554850008
176	0.1553159227
177	0.1551667748
178	0.1549631802
179	0.1547954414
180	0.1546469383
181	0.1545039478
182	0.15435034
183	0.1542116903
184	0.1540876247
185	0.1539288204
186	0.1538021824
187	0.1536647795
188	0.1535606622
189	0.1534268122
190	0.1532693864
191	0.1532377816
192	0.1530825879
193	0.1529255336
194	0.1528039967
195	0.1527081156
196	0.1526258964
197	0.1524389789
198	0.1522818089
199	0.152158242
200	0.1520699314
201	0.1519925079
202	0.1518405194
203	0.151719154
204	0.1515933574
205	0.1515199928
206	0.1514237504
207	0.1512509287
208	0.1509929263
209	0.1508715694
210	0.1507382237
211	0.1506011641
212	0.1504859423
213	0.1502962011
214	0.150168792
215	0.149932613
216	0.1497359635
217	0.1495291767
218	0.1494681442
219	0.149223951
220	0.1492032576
221	0.149040191
222	0.1488325637
223	0.1487112506
224	0.1486256049
225	0.1485277351
226	0.1483367405
227	0.1481553016
228	0.148067236
229	0.1479006105
230	0.1477014288
231	0.1476149987
232	0.1475197119
233	0.1473602527
234	0.1472532459
235	0.1471516279
236	0.1470056934
237	0.1468893339
238	0.1467923266
239	0.1467370721
240	0.1467074931
241	0.1466125738
242	0.146518958
243	0.1464247596
244	0.1461789881
245	0.1461010932
246	0.1459917043
247	0.1459635575
248	0.1458827483
249	0.145822624
250	0.1456518727
251	0.1455486201
252	0.1454268791
253	0.1452911001
254	0.1452066884
255	0.1451471584
256	0.1450651291
257	0.1449362368
258	0.1448140779
259	0.1447601098
260	0.1446083485
261	0.1444523972
262	0.1443848359
263	0.1441662765
264	0.1440165405
265	0.1439067641
266	0.1437954621
267	0.1437511774
268	0.1435850403
269	0.1433876239
270	0.1432000827
271	0.1428384244
272	0.1427028117
273	0.1425662805
274	0.1424808065
275	0.1424536681
276	0.142281019
277	0.1421052695
278	0.1420457887
279	0.1419453663
280	0.1418475503
281	0.1417932674
282	0.1416489765
283	0.1415611626
284	0.1415181956
285	0.141493033
286	0.1412977032
287	0.1411680075
288	0.1410576892
289	0.1409235456
290	0.1408351777
291	0.140745136
292	0.1406009465
293	0.1405075365
294	0.1403527613
295	0.1402348537
296	0.1400998143
297	0.1400146279
298	0.1398814058
299	0.139825509
300	0.1397352811
301	0.1395799869
302	0.1395254027
303	0.1394324067
304	0.1393534679
305	0.1392797043
306	0.1392169757
307	0.1391249432
308	0.1390768912
309	0.1389929098
310	0.1389440219
311	0.1388597659
312	0.1387585396
313	0.1386252521
314	0.1385803755
315	0.1385217332
316	0.1384222514
317	0.1383435667
318	0.1382691677
319	0.1381480757
320	0.1380337078
321	0.1379581015
322	0.1378426349
323	0.1377617047
324	0.1376129309
325	0.1375417311
326	0.1374137114
327	0.1373707064
328	0.1372430695
329	0.137163561
330	0.13707582
331	0.1369692866
332	0.1368938705
333	0.1367503992
334	0.1367017737
335	0.1365730407
336	0.1364523617
337	0.1364078421
338	0.1363580385
339	0.1362916593
340	0.1362672625
341	0.1362217907
342	0.1361307895
343	0.1360134685
344	0.1359168601
345	0.1357851585
346	0.1356721848
347	0.1356372094
348	0.1355598734
349	0.1354508093
350	0.1352962009
351	0.1351789535
352	0.1350853844
353	0.1349451038
354	0.1348452829
355	0.134774149
356	0.134594956
357	0.1344644072
358	0.1343767655
359	0.1343438257
360	0.1342416139
361	0.1341860298
362	0.1341269055
363	0.1340848135
364	0.1340472084
365	0.1339440594
366	0.1338763365
367	0.1336702481
368	0.1336301109
369	0.1335685025
370	0.1334372061
371	0.1332746364
372	0.1332184498
373	0.1331682649
374	0.1330143317
375	0.1329610423
376	0.1329105542
377	0.1328166658
378	0.1327508646
379	0.1326850495
380	0.1325224513
381	0.132481556
382	0.1324322838
383	0.1323706767
384	0.1322547875
385	0.1321383966
386	0.1320431594
387	0.131957144
388	0.1318625738
389	0.131796029
390	0.1317801748
391	0.13176501
392	0.1317128581
393	0.1316684598
394	0.1315883933
395	0.1315032784
396	0.1314658756
397	0.1313468027
398	0.1312835949
399	0.1312174496
400	0.1312029503
401	0.1311085692
402	0.1310645915
403	0.1309803633
404	0.1308873583
405	0.1308127764
406	0.1307468026
407	0.1307334556
408	0.1306744262
409	0.1305474699
410	0.1304342551
411	0.1303766838
412	0.1303126297
413	0.1302372234
414	0.1301478789
415	0.1300777401
416	0.1299736096
417	0.1298786581
418	0.129788927
419	0.1297153011
420	0.1296293323
421	0.1296246742
422	0.12953604
423	0.1294222627
424	0.1293567015
425	0.1293476555
426	0.1292993883
427	0.1292216588
428	0.1291436799
429	0.1290591287
430	0.1289820062
431	0.1287845099
432	0.1286842787
433	0.1286598907
434	0.1286092568
435	0.1285403077
436	0.1284381515
437	0.1283820381
438	0.1283341836
439	0.1282873123
440	0.1282244372
441	0.1281253931
442	0.1280463138
443	0.127943339
444	0.127788681
445	0.1277044645
446	0.1276271191
447	0.1275417539
448	0.1273787793
449	0.1272943696
450	0.1272169328
451	0.1271294447
452	0.1269569693
453	0.1268959014
454	0.1268852444
455	0.1267957204
456	0.1267641839
457	0457	0.132760458	0.1265062266
459	0.1263767507
460	0.1262626577
461	0.1261771822
462	0.126089623
463	0.1259902862
464	0.1259352327
465	0.1258881705
466	0.1257694362
467	0.1257291021
468	0.468	0.13189469	0.469	0.13187470	0.470	0.13172471	0.471	0.1317472	0.1252079925
473	0.1473	0.1315474	0.1474	0.1313475	0.1475	0.1313676215
476	0.1312822609
477	0.131222795
478	0.1311316466
479	0.1310707551
480	0.1310192502
481	0.1309255104
482	0.1308443429
483	0.1307481845
484	0.1306905729
485	0.1305838127
486	0.130487822
487	0.1304844174
488	0.1303934886
489	0.1303409979
490	0.1302349973
491	0.1300697073
492	0.1300095408
493	0.1298857299
494	0.1298375631
495	0.1297348167
496	0.12963324
497	0.1295618645
498	0.1294290106
499	0.1293637545
500	0.12931187
501	0.1292589236
502	0.129255992
503	0.1292467494
504	0.1292034751
505	0.1291208296
506	0.129042518
507	0.128994942
508	0.1289258611
509	0.1288998284
510	0.1288294623
511	0.1287311766
512	0.128652329
513	0.128649711
514	0.1285772023
515	0.1284860235
516	0.1282357162
517	0.1281671992
518	0.1280402907
519	0.1279391557
520	0.1278747719
521	0.1278073854
522	0.1277985419
523	0.127700323
524	0.1276358741
525	0.1275752653
526	0.1275042997
527	0.127391607
528	0.1273113369
529	0.1271653789
530	0.1271063028
531	0.1269947957
532	0.1269850158
533	0.1268961182
534	0.1268520251
535	0.1267588132
536	0.1267087287
537	0.1266433411
538	0.1265737402
539	0.126501854
540	0.1263584438
541	0.1262914224
542	0.1262031287
543	0.1261114788
544	0.1260018927
545	0.1259079071
546	0.1258459244
547	0.125747124
548	0.1256921337
549	0.125569015
550	0.1255008145
551	0.1253834631
552	0.1253342591
553	0.1252482697
554	0.1252157374
555	0.1251699067
556	0.1250885849
557	0.1250134401
558	0.1249847755
559	0.1249113269
560	0.1248503859
561	0.1248230954
562	0.1247602412
563	0.1246800782
564	0.1246541495
565	0.1245837608
566	0.1245217643
567	0.1244979758
568	0.1243888266
569	0.1243314378
570	0.1242329871
571	0.1241757819
572	0.1240266416
573	0.1238965022
574	0.1237886262
575	0.1237434675
576	0.1236085898
577	0.1235683321
578	0.1235203167
579	0.1233999289
580	0.1233111631
581	0.1232803054
582	0.1232586069
583	0.1231728192
584	0.123081029
585	0.1229929222
586	0.1229102744
587	0.1228503087
588	0.1227786259
589	0.1227316697
590	0.1226473093
591	0.1225509109
592	0.1225306865
593	0.1224548597
594	0.1224037258
595	0.1222933159
596	0.1221740703
597	0.1221113821
598	0.1220825437
599	0.1219605775
600	0.1219188541
601	0.1218853239
602	0.1218500971
603	0.1217576468
604	0.1216403871
605	0.1215779139
606	0.1214295306
607	0.1214106794
608	0.1213622261
609	0.1212685805
610	0.1212140613
611	0.1211286634
612	0.1209593528
613	0.1208984962
614	0.120819881
615	0.1207154092
616	0.1206937613
617	0.1206507623
618	0.1205524746
619	0.1205219666
620	0.1204709232
621	0.1204204794
622	0.1203459277
623	0.1202206573
624	0.1201839422
625	0.1201407846
626	0.1201124488
627	0.1200587864
628	0.1199322076
629	0.1197856922
630	0.1196751029
631	0.1195702682
632	0.1195576151
633	0.119545432
634	0.1194456309
635	0.1193921631
636	0.1192810728
637	0.1192203608
638	0.1191926971
639	0.1191435693
640	0.1190710989
641	0.1190254018
642	0.1189847214
643	0.1189373938
644	0.1188885783
645	0.1187655673
646	0.1186098108
647	0.1185329064
648	0.1184943004
649	0.1184360159
650	0.1184073547
651	0.1183289311
652	0.1182702923
653	0.1181314411
654	0.1181035094
655	0.1180637156
656	0.1180149572
657	0.1179340012
658	0.1177048891
659	0.1176062687
660	0.1175801077
661	0.1175257079
662	0.1174106486
663	0.1173249794
664	0.1172759961
665	0.1172190177
666	0.1170890148
667	0.1170356595
668	0.1170079156
669	0.1169331395
670	0.1168824219
671	0.1167516914
672	0.1167016026
673	0.1166790221
674	0.1166304807
675	0.1165430412
676	0.1165002639
677	0.1163854251
678	0.1163082202
679	0.1162371754
680	0.1161792398
681	0.1160631729
682	0.116006929
683	0.1159224396
684	0.1157709284
685	0.1157455606
686	0.1156718718
687	0.1156371743
688	0.1156256222
689	0.1155746638
690	0.1155061157
691	0.1153857593
692	0.1153259757
693	0.1152910479
694	0.1152539959
695	0.1152153473
696	0.1151707886
697	0.115127024
698	0.1150132654
699	0.1149688497
700	0.1149119969
701	0.1148510651
702	0.1147896607
703	0.1147391244
704	0.114695454
705	0.1145889444
706	0.1144680799
707	0.1144500742
708	0.1143878666
709	0.1143559635
710	0.1143409687
711	0.1142062659
712	0.1141643714
713	0.1140918359
714	0.1140101076
715	0.1139155872
716	0.1138015368
717	0.1136732301
718	0.1136502596
719	0.1136362043
720	0.1135936491
721	0.1135502217
722	0.1135091451
723	0.1134953165
724	0.1134428419
725	0.1134322494
726	0.1134220588
727	0.1133777796
728	0.1133214522
729	0.1132919584
730	0.1132823265
731	0.1132447342
732	0.113207666
733	0.1131022533
734	0.1130475536
735	0.1129835274
736	0.1129545005
737	0.1128790284
738	0.1128497587
739	0.1128198276
740	0.1127099901
741	0.1126866574
742	0.112599636
743	0.1125106376
744	0.1124215401
745	0.1123576114
746	0.1122355801
747	0.1121744707
748	0.112110025
749	0.1120472706
750	0.1120199459
751	0.1119973989
752	0.1119806357
753	0.1119192284
754	0.1119032027
755	0.111887731
756	0.1118117747
757	0.1116527431
758	0.1115602369
759	0.1115476887
760	0.1115108188
761	0.1114162861
762	0.111360359
763	0.1113199844
764	0.1113046535
765	0.1112570051
766	0.1112051935
767	0.1111449552
768	0.1110218787
769	0.1109716455
770	0.1109643187
771	0.1108957027
772	0.1108457465
773	0.1107652379
774	0.1107056268
775	0.1106614141
776	0.1106175293
777	0.1105608331
778	0.1104698493
779	0.1104165153
780	0.1102839551
781	0.1102394424
782	0.1101549098
783	0.1101059978
784	0.1100569641
785	0.1099593867
786	0.1099220653
787	0.1097943108
788	0.1097721276
789	0.1097497105
790	0.1097113692
791	0.1095987153
792	0.1095090311
793	0.1094519101
794	0.1092947732
795	0.109234851
796	0.1091373765
797	0.1090946141
798	0.1090339023
799	0.108937138
800	0.1088471986
801	0.1088146583
802	0.1087284618
803	0.1086962074
804	0.108664043
805	0.108628369
806	0.1085491942
807	0.1085255409
808	0.1084652294
809	0.1084532379
810	0.1084134054
811	0.1083572851
812	0.1082471295
813	0.1082163142
814	0.1081674656
815	0.1081166095
816	0.108024253
817	0.1080104697
818	0.1079522539
819	0.1079112535
820	0.1078987383
821	0.107804068
822	0.1077436532
823	0.107707119
824	0.1076226503
825	0.1075695743
826	0.1075289582
827	0.1074455686
828	0.1074340071
829	0.107339551
830	0.1072979448
831	0.1072505497
832	0.1072079621
833	0.107093954
834	0.1070673722
835	0.1069853138
836	0.1068983392
837	0.1068535219
838	0.1067749595
839	0.1066786756
840	0.1066446735
841	0.1065957936
842	0.1065633084
843	0.1065110667
844	0.1064706816
845	0.106422071
846	0.1063051951
847	0.1062329768
848	0.1062061733
849	0.1061544657
850	0.1061435189
851	0.106094326
852	0.1060571712
853	0.1060395536
854	0.1060221872
855	0.1059808236
856	0.1059456388
857	0.1058692792
858	0.1058349511
859	0.1058037977
860	0.1056964754
861	0.1056426601
862	0.105568109
863	0.1055412025
864	0.1055056981
865	0.1054619479
866	0.1053798048
867	0.1053471953
868	0.1052972228
869	0.1052320844
870	0.1051860366
871	0.1050733849
872	0.1050100398
873	0.1049807142
874	0.1049591917
875	0.1049295403
876	0.1048890028
877	0.1048072377
878	0.1047592366
879	0.1047490312
880	0.1046775381
881	0.1046618618
882	0.1046077511
883	0.1045791362
884	0.1045636795
885	0.104538807
886	0.1045039791
887	0.1044559095
888	0.1044361261
889	0.1043783563
890	0.1043255748
891	0.1042256025
892	0.1042069528
893	0.1041904602
894	0.1041399542
895	0.1040814558
896	0.1040151078
897	0.1039351734
898	0.1039142687
899	0.1038527271
900	0.1037340692
901	0.1036986756
902	0.1036780828
903	0.1036168126
904	0.1035460495
905	0.1034872026
906	0.1034768635
907	0.1033847254
908	0.1033765835
909	0.1033620492
910	0.1033196191
911	0.1032780714
912	0.1031985165
913	0.1031431486
914	0.1030726961
915	0.1030041021
916	0.1029362009
917	0.1029090166
918	0.1028830378
919	0.1028486457
920	0.1027736615
921	0.1027500871
922	0.1027099082
923	0.1026956226
924	0.1026884959
925	0.1026321692
926	0.1026184615
927	0.1025993866
928	0.1025862226
929	0.102498374
930	0.1024377848
931	0.1024251103
932	0.1024098958
933	0.1023468941
934	0.1023122474
935	0.102254463
936	0.1021718592
937	0.1020858937
938	0.1020722242
939	0.1020116475
940	0.1020049284
941	0.1019985989
942	0.1019026272
943	0.10182616
944	0.1018194068
945	0.1017775649
946	0.101717183
947	0.1016597623
948	0.1016164616
949	0.1015968948
950	0.1015468955
951	0.10150289
952	0.1014450964
953	0.1014262026
954	0.1013207976
955	0.1012465097
956	0.1012052417
957	0.1011234641
958	0.1010644741
959	0.1009972298
960	0.1009704643
961	0.1009175049
962	0.1008447862
963	0.1008262604
964	0.1008084338
965	0.1007428306
966	0.1006936339
967	0.1006357396
968	0.1005651348
969	0.1005014693
970	0.1004863989
971	0.1004369823
972	0.1003857411
973	0.1003712743
974	0.1003574067
975	0.1002365671
976	0.1001979005
977	0.1001612487
978	0.1001026452
979	0.1000677506
980	0.1000346221
981	0.09997712394
982	0.09990613129
983	0.09987917653
984	0.09982606624
985	0.09979726789
986	0.0997782
987	0.09975975308
988	0.0997185137
989	0.09969174753
990	0.0996783739
991	0.09963539868
992	0.09959812008
993	0.09949966453
994	0.09943416988
995	0.09940392113
996	0.09936938658
997	0.09931688268
998	0.09927445529
999	0.09923617711
	0.09621953807
997	0.09620302913
998	0.0961842722
999	0.09607131587
