,정류소명,경도,위도,ADDRESS,CODE,정류소
6131,방화도시7단지.국립국어원,126.8133013,37.57904355,서울특별시 강서구 방화동,1150010900,방화도시7단지.국립국어원-1
6132,가양3동도시개발8단지아파트.가양역,126.8556895,37.56186283,서울특별시 강서구 가양동,1150010400,가양3동도시개발8단지아파트.가양역-1
6133,가양역.마포중고등학교,126.8541856,37.55893446,서울특별시 강서구 등촌동,1150010200,가양역.마포중고등학교-1
6134,가양역.마포중고등학교,126.85431,37.55952287,서울특별시 강서구 등촌동,1150010200,가양역.마포중고등학교-2
6135,경복비즈니스고등학교,126.8533902,37.55754842,서울특별시 강서구 등촌동,1150010200,경복비즈니스고등학교-1
6136,경복비즈니스고등학교,126.8532297,37.55762768,서울특별시 강서구 등촌동,1150010200,경복비즈니스고등학교-2
6137,강서구청.한국건강관리협회,126.8505882,37.55262576,서울특별시 강서구 화곡동,1150010300,강서구청.한국건강관리협회-1
6138,강서구청.한국건강관리협회,126.8503443,37.55257259,서울특별시 강서구 화곡동,1150010300,강서구청.한국건강관리협회-2
6139,우장초등학교,126.8483265,37.5502733,서울특별시 강서구 화곡동,1150010300,우장초등학교-1
6140,우장초등학교,126.8477252,37.54939752,서울특별시 강서구 화곡동,1150010300,우장초등학교-2
6141,한국폴리텍1.서울강서대학교,126.8451915,37.54611711,서울특별시 강서구 화곡동,1150010300,한국폴리텍1.서울강서대학교-1
6142,한국폴리텍1.서울강서대학교,126.8448093,37.54581224,서울특별시 강서구 화곡동,1150010300,한국폴리텍1.서울강서대학교-2
6143,화곡본동시장,126.8426904,37.54314497,서울특별시 강서구 화곡동,1150010300,화곡본동시장-1
6144,화곡본동시장,126.8431193,37.54341671,서울특별시 강서구 화곡동,1150010300,화곡본동시장-2
6145,화곡역,126.8388108,37.54112577,서울특별시 강서구 화곡동,1150010300,화곡역-1
6146,화곡역,126.8371335,37.54081471,서울특별시 강서구 화곡동,1150010300,화곡역-2
6147,화곡푸르지오,126.8353978,37.54022972,서울특별시 강서구 화곡동,1150010300,화곡푸르지오-1
6148,화곡푸르지오,126.8344938,37.54011613,서울특별시 강서구 화곡동,1150010300,화곡푸르지오-2
6149,외발산신광명마을,126.8214198,37.5460397,서울특별시 강서구 외발산동,1150010700,외발산신광명마을-1
6150,외발산신광명마을,126.821211,37.54602007,서울특별시 강서구 외발산동,1150010700,외발산신광명마을-2
6151,강서면허시험장.메이필드호텔,126.8193553,37.54959891,서울특별시 강서구 외발산동,1150010700,강서면허시험장.메이필드호텔-1
6152,강서면허시험장.메이필드호텔,126.8205151,37.54758833,서울특별시 강서구 외발산동,1150010700,강서면허시험장.메이필드호텔-2
6153,강서농수산물도매시장,126.8198782,37.55190701,서울특별시 강서구 외발산동,1150010700,강서농수산물도매시장-1
6154,영인운수.차고지,126.8179302,37.54523695,서울특별시 강서구 외발산동,1150010700,영인운수.차고지-1
6155,대한항공.메이필드호텔,126.8165781,37.54951258,서울특별시 강서구 외발산동,1150010700,대한항공.메이필드호텔-1
6156,공항동송정중학교,126.8149741,37.55285764,서울특별시 강서구 공항동,1150010800,공항동송정중학교-1
6157,공항동송정중학교,126.8150961,37.55299744,서울특별시 강서구 공항동,1150010800,공항동송정중학교-2
